account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_eve_minutes,total_night_charge,total_intl_minutes,total_intl_calls,number_customer_service_calls,payment_delay,state_freq_encoded
184,0,1,12,200.3,253.6,6.72,10.2,5,0,0,0.0211764705882352
41,0,1,37,239.8,221.9,8.51,7.3,1,2,0,0.0172549019607843
80,0,0,0,135.1,185.0,6.62,14.7,5,3,0,0.0223529411764705
119,0,0,0,159.1,231.3,6.44,8.8,3,5,1,0.0231372549019607
94,0,0,0,139.1,237.9,10.22,11.4,3,1,0,0.0168627450980392
51,0,1,32,206.1,179.6,14.95,10.2,2,3,0,0.0188235294117647
150,0,0,0,136.6,209.4,7.25,12.2,2,4,1,0.0164705882352941
138,0,0,0,241.8,170.5,13.29,11.8,7,3,0,0.0211764705882352
173,0,0,0,191.4,168.5,4.92,10.3,3,1,0,0.0337254901960784
134,0,0,0,296.0,226.4,11.11,12.3,10,0,1,0.0262745098039215
48,0,1,43,172.0,200.2,10.49,8.0,5,1,0,0.0231372549019607
101,0,0,0,164.6,204.9,6.14,11.5,5,0,0,0.0211764705882352
69,0,1,27,188.4,320.6,7.28,9.7,7,1,0,0.0223529411764705
129,0,0,0,220.2,261.1,7.47,10.8,1,2,0,0.0192156862745098
167,0,1,30,195.8,166.4,13.38,11.7,2,0,0,0.0188235294117647
103,0,0,0,129.3,202.8,10.49,12.9,2,2,0,0.0215686274509803
149,0,0,0,117.2,227.7,9.98,9.0,7,1,0,0.0207843137254901
30,0,0,0,162.3,244.0,8.1,9.1,4,2,0,0.0337254901960784
136,0,0,0,221.4,249.5,8.64,13.6,2,0,0,0.0262745098039215
37,0,0,0,191.1,129.2,9.34,12.9,1,0,0,0.0086274509803921
103,0,0,0,158.7,198.4,8.15,10.5,4,1,0,0.0176470588235294
141,0,1,32,322.4,283.2,9.43,6.7,3,1,1,0.0184313725490196
54,0,1,24,92.3,193.1,4.47,11.6,3,2,0,0.0207843137254901
36,0,1,16,149.4,131.8,5.97,6.7,2,0,0,0.0231372549019607
47,0,1,30,136.5,174.9,6.59,10.9,3,2,0,0.0250980392156862
114,0,0,0,139.8,215.9,4.36,7.9,10,2,0,0.0254901960784313
77,0,0,0,136.5,182.6,10.51,9.9,10,1,0,0.0227450980392156
76,0,1,12,98.4,187.5,7.97,15.1,3,1,0,0.0196078431372549
56,0,0,0,146.1,196.2,13.95,9.2,3,0,0,0.0207843137254901
175,1,1,35,159.5,140.7,7.93,5.4,4,5,1,0.0168627450980392
90,0,0,0,160.9,136.4,9.4,9.1,4,2,0,0.0156862745098039
123,0,0,0,175.7,184.6,7.06,9.1,2,2,0,0.0337254901960784
60,1,1,37,189.9,110.4,9.48,9.1,5,3,0,0.0262745098039215
54,0,1,39,206.9,127.8,8.96,9.2,1,3,0,0.0207843137254901
60,0,0,0,203.7,212.6,7.97,7.9,1,3,0,0.0211764705882352
128,0,1,32,222.9,262.0,8.61,10.8,4,0,0,0.0215686274509803
58,0,0,0,238.9,187.2,8.15,11.8,3,2,0,0.0207843137254901
142,0,0,0,216.8,187.8,6.21,8.3,2,0,0,0.0215686274509803
128,0,0,0,158.8,264.8,12.15,7.6,7,1,0,0.0133333333333333
127,1,0,0,324.3,141.6,9.34,12.8,7,1,1,0.0184313725490196
123,0,0,0,172.2,162.6,11.26,8.7,4,1,0,0.0211764705882352
97,0,0,0,217.6,320.5,6.78,4.2,3,0,0,0.0215686274509803
98,0,0,0,162.8,185.0,9.88,6.0,3,2,0,0.0168627450980392
132,0,1,10,182.9,292.4,6.4,11.5,4,0,0,0.0207843137254901
119,0,0,0,73.7,160.5,9.64,13.0,6,3,0,0.0188235294117647
134,0,1,32,224.0,97.5,9.52,10.7,5,2,0,0.0211764705882352
131,0,0,0,264.2,180.0,10.08,10.7,1,2,0,0.0254901960784313
101,0,1,24,240.5,280.5,9.58,10.4,5,2,0,0.0262745098039215
101,0,0,0,174.9,262.0,9.45,8.5,5,1,0,0.0137254901960784
160,0,0,0,176.2,196.0,11.88,9.2,4,1,0,0.0176470588235294
100,0,0,0,247.8,130.0,6.04,6.9,2,1,0,0.0203921568627451
169,1,0,0,57.1,199.7,12.36,6.5,6,3,0,0.0172549019607843
138,0,0,0,194.3,189.9,10.45,9.0,3,5,0,0.0262745098039215
86,0,0,0,181.1,229.5,5.5,5.6,6,5,0,0.0227450980392156
103,0,0,0,230.2,174.1,8.73,9.0,11,2,0,0.0274509803921568
92,1,1,45,281.1,198.0,4.24,7.5,3,0,0,0.0196078431372549
113,0,0,0,158.9,242.8,11.15,6.5,4,0,0,0.0262745098039215
99,0,0,0,155.6,240.1,10.39,10.8,4,3,0,0.0207843137254901
67,0,0,0,176.2,236.0,6.86,10.6,4,1,0,0.0274509803921568
90,0,0,0,235.0,267.3,9.99,5.3,4,3,1,0.0207843137254901
130,0,0,0,124.3,270.7,10.78,3.5,6,0,0,0.0180392156862745
128,0,1,40,171.2,145.7,8.86,14.0,6,1,0,0.0227450980392156
45,0,1,38,196.8,254.2,11.78,7.7,2,1,0,0.0184313725490196
119,0,0,0,109.2,153.1,10.8,9.8,5,2,0,0.0176470588235294
26,0,0,0,290.1,245.7,6.61,7.4,4,2,1,0.0223529411764705
48,0,0,0,210.8,189.6,7.09,16.4,3,2,0,0.0192156862745098
53,0,0,0,214.3,232.2,0.0,8.3,5,1,0,0.0188235294117647
98,0,1,40,212.1,233.9,10.53,7.1,4,0,0,0.0196078431372549
137,0,0,0,141.1,147.2,11.46,8.0,7,2,0,0.0196078431372549
42,0,0,0,160.2,159.8,11.51,12.9,3,1,0,0.0223529411764705
84,0,0,0,130.2,278.0,13.74,14.0,6,2,0,0.0274509803921568
20,0,0,0,131.5,161.8,7.14,14.8,5,0,0,0.0207843137254901
122,0,0,0,170.5,173.7,11.19,11.3,2,1,0,0.0203921568627451
75,0,0,0,111.7,237.3,11.41,13.1,6,1,0,0.0337254901960784
148,0,0,0,185.2,170.4,7.43,9.5,13,1,0,0.0145098039215686
113,0,0,0,158.4,142.2,7.86,14.9,2,0,0,0.0262745098039215
111,1,0,0,177.1,249.1,6.9,8.8,4,2,0,0.0172549019607843
110,0,1,34,192.3,129.3,6.13,6.3,12,1,0,0.0176470588235294
110,0,0,0,148.5,276.4,8.71,12.4,3,1,0,0.0176470588235294
99,0,0,0,169.2,271.5,7.66,10.6,2,0,0,0.0156862745098039
112,0,0,0,136.1,163.8,7.07,8.9,5,1,0,0.0207843137254901
157,0,0,0,240.2,153.0,11.21,10.2,6,2,0,0.0211764705882352
148,0,0,0,243.0,191.8,5.3,13.4,5,2,0,0.0262745098039215
152,0,0,0,284.6,141.8,5.73,12.6,5,0,0,0.0207843137254901
80,0,0,0,239.9,142.3,16.39,9.3,5,1,0,0.0211764705882352
91,0,0,0,189.3,239.3,4.04,9.9,3,3,0,0.0188235294117647
65,0,1,19,259.0,332.3,5.85,7.5,7,1,0,0.0231372549019607
48,0,0,0,275.2,180.2,7.15,7.9,2,1,0,0.0337254901960784
46,0,0,0,90.4,276.2,6.59,12.7,2,1,0,0.0180392156862745
30,0,0,0,169.9,225.2,7.64,11.4,7,1,0,0.0207843137254901
117,1,0,0,167.1,177.5,11.22,14.1,7,2,1,0.0215686274509803
67,0,0,0,171.7,110.4,8.79,11.9,4,2,0,0.0168627450980392
150,0,0,0,170.0,162.7,12.02,8.3,2,0,0,0.0262745098039215
1,0,0,0,175.2,151.7,10.37,5.3,3,1,0,0.0137254901960784
143,0,0,0,160.4,285.9,8.21,6.9,4,3,0,0.0180392156862745
121,0,0,0,150.7,197.3,7.61,9.2,15,1,0,0.0192156862745098
115,0,1,29,222.6,190.3,9.05,11.5,2,1,0,0.0172549019607843
137,1,0,0,174.0,161.3,11.73,11.4,3,2,0,0.0254901960784313
90,0,0,0,192.6,191.6,9.14,11.4,2,3,0,0.0215686274509803
78,0,1,28,130.5,173.3,8.65,10.4,3,3,0,0.0184313725490196
106,0,0,0,158.6,220.0,11.38,9.1,3,0,0,0.0207843137254901
177,0,1,29,189.0,303.1,7.36,15.7,1,3,0,0.0207843137254901
51,0,0,0,259.9,176.2,3.47,15.3,1,1,0,0.0262745098039215
43,0,0,0,184.8,130.6,7.88,8.0,9,0,0,0.0184313725490196
138,0,0,0,146.5,284.5,7.92,14.0,6,3,0,0.0207843137254901
105,0,0,0,212.0,226.6,8.71,8.9,7,3,0,0.0188235294117647
11,0,1,36,293.4,174.1,9.54,6.9,6,1,0,0.0184313725490196
43,0,0,0,179.3,252.7,10.24,8.0,5,0,0,0.0196078431372549
65,0,0,0,187.9,157.6,10.23,7.5,6,1,0,0.0207843137254901
85,0,1,29,144.6,140.0,7.44,10.9,3,1,0,0.0188235294117647
123,0,1,31,203.6,156.9,10.63,12.0,5,1,0,0.0337254901960784
66,0,0,0,241.7,251.6,4.72,11.3,2,2,0,0.0203921568627451
111,0,0,0,249.8,242.4,10.43,11.6,4,0,1,0.0086274509803921
78,0,0,0,252.9,178.4,11.88,9.5,7,3,0,0.0188235294117647
96,0,0,0,106.6,284.8,8.05,14.9,7,1,0,0.0207843137254901
138,0,0,0,133.9,166.4,8.71,15.4,3,1,0,0.0211764705882352
43,1,0,0,160.5,235.8,5.03,13.8,5,1,1,0.0337254901960784
57,0,1,25,176.8,195.0,9.61,8.3,4,0,0,0.0207843137254901
183,0,1,31,211.9,224.3,10.18,13.8,2,1,0,0.0156862745098039
169,0,0,0,266.7,158.2,12.95,13.8,3,3,1,0.0227450980392156
86,0,0,0,190.5,179.6,11.63,10.1,5,3,0,0.0184313725490196
135,0,0,0,204.1,150.2,4.86,8.1,1,2,0,0.0215686274509803
120,0,1,40,222.2,223.1,7.38,12.1,3,1,0,0.016078431372549
103,0,0,0,147.3,158.4,8.72,11.0,3,2,0,0.0188235294117647
69,0,0,0,111.3,226.8,8.44,10.2,12,1,0,0.0207843137254901
163,0,0,0,202.9,178.6,9.17,12.8,3,5,0,0.0274509803921568
112,0,0,0,243.4,182.1,11.66,12.8,2,1,0,0.0250980392156862
133,0,0,0,172.2,214.9,8.29,11.1,6,3,0,0.0164705882352941
117,0,1,23,198.1,177.0,8.12,6.8,6,1,0,0.0168627450980392
94,0,0,0,181.3,182.4,8.13,6.7,2,0,0,0.0207843137254901
21,0,0,0,254.3,215.5,10.63,11.6,5,1,1,0.0211764705882352
111,1,0,0,145.8,172.5,6.48,11.9,4,1,0,0.0207843137254901
97,0,1,24,176.1,159.4,12.11,12.1,9,0,0,0.0137254901960784
120,1,0,0,179.9,170.0,8.58,13.8,2,1,1,0.0168627450980392
7,0,0,0,170.2,137.2,8.46,11.1,7,2,0,0.0337254901960784
85,1,0,0,197.2,211.7,9.45,8.3,4,4,0,0.0192156862745098
173,0,0,0,154.6,147.3,5.98,6.9,5,0,0,0.0207843137254901
106,0,0,0,182.8,193.7,9.88,7.7,2,2,0,0.0227450980392156
84,0,0,0,191.0,318.8,11.13,6.5,4,0,0,0.0176470588235294
169,0,1,22,149.1,207.2,11.94,11.4,7,2,0,0.0215686274509803
102,0,1,32,135.7,216.5,7.22,13.0,7,1,0,0.0262745098039215
141,0,0,0,215.8,112.7,9.98,5.6,4,2,0,0.0207843137254901
87,0,1,16,257.4,232.0,6.44,14.7,2,1,0,0.0262745098039215
130,0,0,0,127.0,206.9,10.43,6.1,6,0,0,0.0168627450980392
94,0,0,0,234.4,279.3,10.54,2.0,2,1,1,0.0211764705882352
91,0,0,0,133.8,158.8,8.53,10.5,2,1,0,0.0262745098039215
69,0,0,0,195.1,261.5,9.17,11.4,5,0,0,0.0215686274509803
142,1,1,23,102.2,229.7,7.93,9.0,4,1,0,0.0156862745098039
112,0,0,0,101.1,214.4,8.08,10.3,5,2,0,0.0176470588235294
45,0,1,22,196.6,313.2,7.35,11.9,3,0,0,0.0168627450980392
185,0,0,0,139.6,250.2,7.11,10.8,4,1,0,0.0086274509803921
139,0,0,0,165.0,249.7,7.66,12.6,8,1,0,0.0231372549019607
46,0,0,0,164.2,196.2,10.62,8.1,1,1,0,0.0207843137254901
78,0,0,0,109.5,286.1,11.14,4.9,9,1,0,0.0156862745098039
84,0,0,0,289.1,233.8,10.06,12.7,2,2,1,0.0180392156862745
73,0,0,0,175.4,248.1,5.51,12.2,4,0,0,0.0196078431372549
87,0,0,0,139.7,226.8,7.58,15.1,7,1,0,0.0192156862745098
111,0,0,0,165.5,228.9,7.64,9.7,6,2,0,0.0262745098039215
83,0,0,0,259.7,152.7,10.11,10.2,2,0,0,0.0192156862745098
86,0,1,41,119.0,230.0,10.66,9.5,3,0,0,0.0250980392156862
83,0,0,0,134.8,167.2,7.27,7.7,5,2,0,0.0180392156862745
147,0,1,33,251.5,234.1,9.6,10.4,6,3,0,0.0254901960784313
120,0,1,33,299.5,163.4,6.6,11.6,5,0,0,0.0133333333333333
147,0,0,0,209.4,132.5,6.72,11.3,3,2,0,0.0176470588235294
160,0,0,0,97.5,268.1,11.49,13.2,4,3,0,0.0211764705882352
87,1,0,0,167.3,198.5,5.99,11.0,6,1,0,0.0207843137254901
79,0,0,0,147.0,165.7,10.94,8.4,9,1,0,0.0207843137254901
124,0,0,0,247.2,161.9,7.66,6.1,6,1,0,0.0192156862745098
61,0,0,0,260.0,210.5,10.56,9.0,3,1,1,0.0168627450980392
128,0,0,0,179.4,270.4,8.59,7.9,4,0,0,0.0250980392156862
99,0,0,0,115.5,218.1,11.47,11.5,7,7,1,0.0215686274509803
69,0,0,0,153.7,194.0,11.52,14.1,6,1,0,0.0176470588235294
95,0,1,32,262.2,165.2,8.74,10.6,5,0,0,0.0262745098039215
137,0,0,0,209.1,189.4,9.65,14.8,4,3,0,0.0192156862745098
108,0,0,0,138.6,172.3,10.42,9.8,3,1,0,0.0172549019607843
132,0,0,0,140.3,294.8,6.91,11.7,4,2,0,0.0149019607843137
113,0,0,0,198.6,258.0,11.06,10.2,6,1,1,0.0262745098039215
94,0,0,0,210.2,191.2,6.79,9.4,3,2,0,0.0211764705882352
193,0,0,0,96.8,142.6,9.45,10.9,5,2,1,0.0231372549019607
98,0,0,0,171.9,235.3,6.31,14.6,4,2,0,0.0223529411764705
143,0,0,0,202.8,165.8,6.48,4.6,4,1,0,0.0337254901960784
137,0,0,0,75.8,256.9,9.2,10.5,3,2,0,0.0168627450980392
142,0,1,22,224.4,146.0,10.86,8.8,2,1,0,0.0211764705882352
138,1,0,0,261.1,170.9,3.2,0.0,0,3,1,0.0254901960784313
129,0,1,36,192.8,177.0,9.74,16.4,5,1,0,0.0211764705882352
25,0,0,0,264.9,281.2,7.47,8.4,4,1,1,0.0223529411764705
33,0,1,35,161.9,151.2,8.59,8.5,2,1,0,0.0211764705882352
107,0,0,0,133.8,180.5,5.05,8.9,4,0,0,0.0184313725490196
88,0,1,14,298.8,207.3,11.61,11.9,4,5,0,0.0250980392156862
77,0,1,36,172.2,161.6,11.69,11.8,4,2,0,0.0215686274509803
103,0,0,0,267.0,204.3,11.11,11.3,7,1,1,0.0207843137254901
116,1,0,0,191.7,176.2,4.68,4.9,4,2,0,0.0196078431372549
117,0,0,0,168.8,241.4,9.22,15.5,4,0,0,0.0176470588235294
132,0,0,0,193.3,128.3,7.29,11.6,4,5,1,0.0172549019607843
61,0,1,31,252.1,215.7,6.11,5.1,4,2,0,0.0156862745098039
76,0,0,0,299.5,226.7,9.48,13.7,4,0,1,0.0172549019607843
150,0,1,27,209.8,155.0,11.32,7.2,6,0,0,0.0215686274509803
48,0,0,0,171.9,159.0,6.28,7.6,3,2,0,0.0211764705882352
144,0,1,38,276.3,252.0,5.96,8.7,3,1,0,0.0137254901960784
146,1,0,0,204.4,219.1,10.02,10.5,6,3,0,0.0215686274509803
165,0,0,0,156.0,276.1,7.92,9.3,5,1,0,0.0211764705882352
136,0,0,0,240.1,271.2,5.97,17.2,4,0,1,0.0337254901960784
16,0,0,0,228.3,130.9,7.05,8.4,9,1,0,0.0149019607843137
115,0,1,26,170.5,217.2,10.16,13.6,5,6,0,0.0164705882352941
79,0,0,0,66.7,204.0,11.46,15.1,2,1,0,0.0176470588235294
123,0,0,0,163.1,249.4,7.57,9.0,10,1,0,0.0192156862745098
147,0,0,0,155.1,239.7,9.4,10.6,4,0,0,0.0176470588235294
161,0,0,0,221.7,193.0,8.73,6.5,4,3,0,0.0149019607843137
114,1,0,0,115.6,163.2,11.31,9.7,1,2,1,0.0180392156862745
45,0,0,0,211.3,165.7,11.97,13.3,6,1,0,0.0133333333333333
89,0,0,0,141.1,249.1,6.12,10.8,2,2,0,0.0164705882352941
68,0,0,0,267.9,145.4,12.3,14.9,1,3,1,0.0254901960784313
11,0,0,0,136.6,80.6,9.08,9.9,4,0,0,0.016078431372549
49,0,0,0,172.0,224.0,7.98,7.4,1,0,0,0.0184313725490196
111,0,0,0,191.3,138.5,11.07,6.4,3,2,0,0.0231372549019607
76,0,0,0,143.3,309.1,9.33,11.4,3,2,0,0.016078431372549
137,0,0,0,109.8,230.5,11.51,11.9,6,1,0,0.0254901960784313
96,0,0,0,182.6,188.6,6.2,9.5,3,5,1,0.0164705882352941
129,0,1,32,211.0,155.1,10.57,11.4,5,1,0,0.0156862745098039
117,0,0,0,143.3,211.3,8.33,11.5,3,1,0,0.0207843137254901
90,0,1,29,150.1,264.7,8.03,5.8,4,1,0,0.0156862745098039
64,1,0,0,346.8,249.5,12.39,13.3,9,1,1,0.0254901960784313
117,0,0,0,189.8,235.6,12.19,12.7,2,1,0,0.0215686274509803
68,0,0,0,226.7,168.4,8.49,10.2,1,0,0,0.0262745098039215
86,1,0,0,162.4,167.0,5.8,11.4,2,2,1,0.0207843137254901
73,0,0,0,241.7,168.5,7.64,11.1,2,2,0,0.0192156862745098
129,0,0,0,198.4,264.7,5.01,9.2,2,2,0,0.0188235294117647
55,0,1,39,139.3,178.3,11.09,8.1,1,3,0,0.0137254901960784
105,0,0,0,101.5,193.8,9.64,11.7,4,3,0,0.0337254901960784
155,0,0,0,216.7,144.3,6.09,10.8,1,2,0,0.0184313725490196
99,0,0,0,95.4,207.2,6.12,5.6,5,1,0,0.0211764705882352
157,0,0,0,276.2,165.8,6.82,2.2,4,3,0,0.0149019607843137
86,0,0,0,227.9,218.7,10.04,14.2,5,3,0,0.0262745098039215
118,0,1,36,294.9,165.7,8.51,9.8,5,3,0,0.0184313725490196
39,0,0,0,93.3,199.6,9.28,6.5,4,0,0,0.0192156862745098
111,0,0,0,246.5,216.3,8.08,12.7,3,2,0,0.0211764705882352
79,0,0,0,156.9,122.2,8.51,11.3,5,3,0,0.0215686274509803
113,0,0,0,283.9,137.1,7.15,11.3,5,2,0,0.0211764705882352
126,0,1,30,153.4,151.4,6.92,12.8,4,4,1,0.0211764705882352
131,0,1,33,177.1,194.0,11.4,5.2,5,1,0,0.0192156862745098
68,0,0,0,143.6,134.3,9.7,15.5,5,2,0,0.0207843137254901
81,0,1,24,130.1,196.0,6.27,11.4,5,0,0,0.0231372549019607
99,1,0,0,197.2,156.0,9.18,9.9,6,4,0,0.0203921568627451
102,0,0,0,69.7,226.5,5.78,11.1,2,2,0,0.0192156862745098
126,0,1,24,197.3,167.6,9.99,7.4,3,1,0,0.0274509803921568
77,0,0,0,221.8,166.0,9.46,13.2,4,1,0,0.0211764705882352
13,0,0,0,143.1,239.6,9.98,7.1,5,2,0,0.0223529411764705
36,0,0,0,195.5,156.3,9.8,7.3,2,1,0,0.0176470588235294
111,0,1,36,96.8,170.6,7.47,13.4,4,2,0,0.0215686274509803
105,0,0,0,98.2,140.3,6.31,13.9,1,1,0,0.0176470588235294
34,0,0,0,180.6,280.4,13.16,5.0,3,1,0,0.0145098039215686
176,0,1,31,167.0,174.1,6.98,10.4,4,3,0,0.0207843137254901
106,0,0,0,194.8,213.4,8.59,11.5,7,0,0,0.0337254901960784
69,0,1,38,272.9,188.4,5.96,10.5,3,2,0,0.0184313725490196
153,0,1,22,167.7,246.8,9.18,7.5,11,1,0,0.0231372549019607
100,0,0,0,188.5,148.3,8.09,15.2,5,2,0,0.0196078431372549
100,0,0,0,218.8,148.3,12.5,9.7,6,1,0,0.0184313725490196
127,0,0,0,271.2,213.5,9.08,13.2,4,0,1,0.0211764705882352
100,0,1,21,86.1,189.9,9.06,11.7,4,0,0,0.0250980392156862
55,1,0,0,106.1,123.5,4.34,12.9,3,0,0,0.0172549019607843
126,0,0,0,152.4,166.2,8.96,10.2,1,1,0,0.0262745098039215
102,0,0,0,234.8,199.2,7.34,10.0,1,4,0,0.0337254901960784
119,1,1,15,160.0,209.5,3.7,8.7,5,5,1,0.0207843137254901
94,0,0,0,255.1,276.9,10.19,10.6,2,0,1,0.0207843137254901
82,0,0,0,143.7,170.7,12.95,7.8,5,1,0,0.0337254901960784
66,0,0,0,87.6,262.0,8.31,9.2,5,1,0,0.0211764705882352
105,0,0,0,167.7,234.1,7.64,6.9,5,3,0,0.0215686274509803
149,0,0,0,69.1,136.3,8.18,6.3,3,1,0,0.0188235294117647
62,0,0,0,86.3,238.7,10.73,12.5,1,2,0,0.0211764705882352
56,0,0,0,158.2,197.9,7.2,7.7,7,1,0,0.0149019607843137
145,0,0,0,219.0,176.1,7.48,6.8,3,2,0,0.0231372549019607
156,0,0,0,189.4,145.7,8.68,4.5,13,0,0,0.0207843137254901
111,0,1,33,154.0,207.3,8.38,10.8,8,1,0,0.0164705882352941
102,0,0,0,214.8,173.8,7.5,10.9,2,1,0,0.0227450980392156
132,1,0,0,144.3,231.5,13.69,7.0,2,1,1,0.0215686274509803
141,0,0,0,51.9,162.0,10.06,10.1,3,3,0,0.0211764705882352
23,0,1,31,156.6,161.5,13.26,9.4,6,1,0,0.0337254901960784
118,1,0,0,223.4,220.6,9.18,6.3,6,0,0,0.0223529411764705
83,0,0,0,228.4,163.3,11.16,7.8,6,1,0,0.0156862745098039
136,0,0,0,163.4,249.3,11.24,9.8,4,7,0,0.0172549019607843
80,1,0,0,275.4,186.7,9.06,9.4,2,0,1,0.0168627450980392
52,0,0,0,219.0,148.9,6.83,11.9,8,3,0,0.0250980392156862
97,0,1,27,125.9,123.4,10.35,7.3,7,0,0,0.0184313725490196
130,0,0,0,204.5,178.4,10.33,12.6,8,0,0,0.0262745098039215
100,0,1,20,123.7,200.8,8.15,9.6,5,1,0,0.0211764705882352
45,0,1,26,91.7,150.6,2.85,7.7,5,1,0,0.0250980392156862
135,0,0,0,247.2,168.7,7.64,6.6,1,0,0,0.0188235294117647
107,0,0,0,194.5,186.3,8.02,12.7,1,2,0,0.0172549019607843
76,0,0,0,212.5,215.5,5.76,5.2,9,3,0,0.0231372549019607
127,0,0,0,261.7,181.8,4.54,3.3,5,0,0,0.0176470588235294
165,0,1,39,167.4,172.7,8.67,9.5,4,3,0,0.0168627450980392
85,0,1,33,207.9,233.5,9.96,13.5,3,1,0,0.0176470588235294
159,0,0,0,275.8,189.5,10.08,7.4,5,2,1,0.0215686274509803
53,0,1,27,25.9,206.5,10.26,6.5,7,1,0,0.0262745098039215
29,0,0,0,195.6,126.4,6.69,14.2,4,1,0,0.0168627450980392
109,0,0,0,264.7,305.0,8.88,9.5,9,1,1,0.0211764705882352
78,0,0,0,152.9,256.6,7.81,5.3,6,2,0,0.0254901960784313
42,0,1,21,125.5,166.7,10.22,11.0,1,2,0,0.0223529411764705
118,0,0,0,232.4,191.0,9.58,7.7,4,1,0,0.0262745098039215
95,0,0,0,198.9,209.7,6.54,11.4,4,1,0,0.0211764705882352
81,0,1,43,102.4,225.3,8.2,7.1,5,2,0,0.0164705882352941
59,0,0,0,160.9,251.2,12.3,5.0,5,3,0,0.0168627450980392
152,1,1,20,237.5,253.4,11.93,14.2,3,9,1,0.0262745098039215
52,0,0,0,165.9,212.2,9.09,8.3,3,1,0,0.0203921568627451
116,0,1,34,268.6,178.2,7.48,11.6,3,2,0,0.0086274509803921
87,0,0,0,198.3,187.0,6.01,16.6,4,2,0,0.0250980392156862
138,1,1,17,225.2,173.4,6.56,11.7,4,0,0,0.0231372549019607
138,1,0,0,169.3,217.9,8.29,9.4,9,1,0,0.0188235294117647
81,0,0,0,115.3,224.7,6.86,18.0,2,1,0,0.0184313725490196
183,0,0,0,190.0,246.6,13.69,9.5,4,1,0,0.0207843137254901
149,0,0,0,217.7,273.5,10.21,9.6,3,3,0,0.0192156862745098
133,0,0,0,113.3,160.2,10.3,10.1,7,2,0,0.0211764705882352
66,0,0,0,205.1,232.7,11.7,9.2,6,2,0,0.0180392156862745
100,0,0,0,216.2,215.6,6.23,10.2,3,0,0,0.0203921568627451
112,0,1,17,120.0,79.5,9.63,8.7,1,1,0,0.0254901960784313
177,0,0,0,84.9,257.5,9.47,7.5,5,2,0,0.0211764705882352
119,0,0,0,153.2,116.6,9.83,10.1,5,1,0,0.0254901960784313
126,0,1,31,278.0,253.2,10.04,8.7,4,0,0,0.0137254901960784
184,0,0,0,151.7,178.5,10.31,13.1,8,2,0,0.0180392156862745
64,0,0,0,216.9,211.0,8.09,11.4,5,3,0,0.0172549019607843
117,1,0,0,287.4,259.6,6.89,10.0,3,1,1,0.0172549019607843
157,0,0,0,220.7,119.3,7.43,11.5,7,4,0,0.0196078431372549
130,0,0,0,154.0,205.9,10.52,12.9,1,1,0,0.0192156862745098
83,0,1,38,107.9,140.4,11.41,10.5,2,0,0,0.0168627450980392
108,0,0,0,239.3,223.4,11.31,10.6,6,0,0,0.0211764705882352
100,1,0,0,107.2,86.8,7.03,9.7,4,1,0,0.0211764705882352
140,0,0,0,125.3,167.6,11.73,8.4,4,1,0,0.0168627450980392
66,0,0,0,239.6,230.3,6.89,8.6,3,1,0,0.0337254901960784
149,0,0,0,175.4,197.4,8.47,9.7,2,2,0,0.0192156862745098
66,0,1,21,134.4,136.2,9.7,9.7,4,3,0,0.0188235294117647
139,0,1,25,138.3,80.6,7.37,8.3,8,0,0,0.016078431372549
49,0,0,0,167.2,218.1,14.09,7.8,5,3,0,0.0254901960784313
45,0,1,32,235.0,240.5,6.62,7.7,3,2,0,0.0211764705882352
101,0,0,0,0.0,192.1,7.6,7.2,4,1,0,0.0215686274509803
159,0,1,15,113.9,145.3,8.78,11.8,9,1,0,0.0176470588235294
116,0,0,0,119.0,144.3,8.99,8.8,5,2,0,0.0215686274509803
99,0,0,0,140.7,210.9,10.35,12.4,4,2,0,0.0176470588235294
73,0,0,0,177.2,270.5,10.88,12.3,2,3,1,0.0180392156862745
145,0,1,43,257.7,162.1,12.91,11.1,4,2,0,0.0192156862745098
69,1,0,0,199.7,189.4,11.88,11.1,4,6,1,0.0231372549019607
48,0,1,26,192.9,179.2,8.35,18.7,7,0,0,0.0192156862745098
160,0,1,33,137.0,203.5,9.84,5.8,4,2,0,0.0203921568627451
104,0,0,0,304.0,264.1,6.21,7.2,4,0,1,0.0227450980392156
47,1,0,0,135.0,176.3,6.51,10.5,1,1,1,0.0149019607843137
12,0,0,0,239.7,221.1,9.33,11.1,3,2,0,0.0223529411764705
95,0,1,24,129.4,159.8,9.65,12.6,4,4,1,0.0207843137254901
80,0,0,0,194.8,209.9,8.73,12.8,3,0,0,0.0184313725490196
68,0,0,0,172.7,139.1,7.84,11.7,1,2,0,0.0207843137254901
79,0,0,0,236.8,186.4,5.71,10.4,5,2,0,0.0168627450980392
75,0,1,24,225.5,182.0,12.19,9.4,2,3,0,0.0192156862745098
80,0,0,0,197.5,206.9,7.36,11.3,4,1,0,0.0274509803921568
27,0,0,0,201.2,227.2,6.56,8.4,3,2,0,0.0184313725490196
146,1,0,0,160.1,208.4,7.99,9.2,3,2,0,0.0168627450980392
126,0,1,23,114.3,190.3,10.82,12.6,7,3,0,0.0145098039215686
107,0,1,36,96.3,179.6,7.48,10.3,2,1,0,0.0211764705882352
91,0,0,0,231.8,150.6,12.11,11.6,7,3,0,0.0156862745098039
